week,date,winner_team,winner_score,winner_rank,winner_side,winner_primary_color,winner_secondary_color,loser_team,loser_score,loser_rank,loser_side,loser_primary_color,loser_secondary_color,winner_team_clean,loser_team_clean,winner_conference,loser_conference
14,"Saturday, November 30, 2019",Temple,49,,home,#b30838,#8f062c,UConn,17,,away,#0C2340,#091c33,Temple,Connecticut,American Athletic Conference,
14,"Saturday, November 30, 2019",Fla. Atlantic,34,,home,#002855,#002044,Southern Miss.,17,,away,#010101,#000,Florida Atlantic,Southern Miss,Conference USA,Conference USA
14,"Saturday, November 30, 2019",UAB,26,,away,#006341,#004f34,North Texas,21,,home,#007A33,#006128,UAB,North Texas,Conference USA,Conference USA
14,"Saturday, November 30, 2019",Tennessee,28,,home,#FF8200,#cc6800,Vanderbilt,10,,away,#010101,#000,Tennessee,Vanderbilt,Southeastern,Southeastern
14,"Saturday, November 30, 2019",Notre Dame,45,16.0,away,#0C2340,#091c33,Stanford,24,,home,#9D2235,#7d1b2a,Notre Dame,Stanford,Atlantic Coast,Pac-12
14,"Saturday, November 30, 2019",Oregon,24,14.0,home,#173F35,#12322a,Oregon St.,10,,away,#DC4405,#b03604,Oregon,Oregon State,Pac-12,Pac-12
14,"Saturday, November 30, 2019",Utah St.,38,,away,#00263A,#001e2e,New Mexico,25,,home,#BA0C2F,#940925,Utah State,New Mexico,Mountain West,Mountain West
14,"Saturday, November 30, 2019",SMU,37,,home,#C8102E,#a00c24,Tulane,20,,away,#006747,#005238,SMU,Tulane,American Athletic Conference,American Athletic Conference
14,"Saturday, November 30, 2019",Ga. Southern,38,,home,#041E42,#031834,Georgia St.,10,,away,#0032A0,#002880,Georgia Southern,Georgia State,Sun Belt,Sun Belt
14,"Saturday, November 30, 2019",North Carolina,41,,away,#7BAFD4,#628ca9,NC State,10,,home,#C8102E,#a00c24,North Carolina,North Carolina State,Atlantic Coast,Atlantic Coast
14,"Saturday, November 30, 2019",LSU,50,2.0,home,#582C83,#462368,Texas A&M,7,,away,#500000,#400000,LSU,Texas A&M,Southeastern,Southeastern
14,"Saturday, November 30, 2019",Kansas St.,27,,home,#582C83,#462368,Iowa St.,17,23.0,away,#A6192E,#841424,Kansas State,Iowa State,Big 12,Big 12
14,"Saturday, November 30, 2019",Navy,56,,away,#00205B,#001948,Houston,41,,home,#C8102E,#a00c24,Navy,Houston,American Athletic Conference,American Athletic Conference
14,"Saturday, November 30, 2019",Louisiana,31,,home,#C8102E,#a00c24,La.-Monroe,30,,away,#6F2C3F,#582332,Louisiana-Lafayette,Louisiana-Monroe,Sun Belt,Sun Belt
14,"Saturday, November 30, 2019",Florida,40,11.0,home,#003087,#00266c,Florida St.,17,,away,#782F40,#602533,Florida,Florida State,Southeastern,Atlantic Coast
14,"Saturday, November 30, 2019",Utah,45,6.0,home,#BA0C2F,#940925,Colorado,15,,away,#010101,#000,Utah,Colorado,Pac-12,Pac-12
14,"Saturday, November 30, 2019",Oklahoma,34,7.0,away,#9D2235,#7d1b2a,Oklahoma St.,16,21.0,home,#E35205,#b54104,Oklahoma,Oklahoma State,Big 12,Big 12
14,"Saturday, November 30, 2019",San Diego St.,13,,home,#A6192E,#841424,BYU,3,,away,#002E5D,#00244a,San Diego State,Brigham Young,Mountain West,Independents(FBS)
14,"Saturday, November 30, 2019",Arizona St.,24,,home,#7D2248,#641b39,Arizona,14,,away,#00205B,#001948,Arizona State,Arizona,Pac-12,Pac-12
14,"Saturday, November 30, 2019",San Jose St.,17,,home,#0032A0,#002880,Fresno St.,16,,away,#D50032,#aa0028,San Jose State,Fresno State,Mountain West,Mountain West
14,"Saturday, November 30, 2019",California,28,,away,#041E42,#031834,UCLA,18,,home,#0072CE,#005ba4,California,UCLA,Pac-12,Pac-12
14,"Sunday, December 01, 2019",Hawaii,52,,home,#154734,#103829,Army West Point,31,,away,#010101,#000,Hawaii,Army,Mountain West,Independents(FBS)
15,"Friday, December 06, 2019",Oregon,37,13.0,home,#173F35,#12322a,Utah,15,5.0,away,#BA0C2F,#940925,Oregon,Utah,Pac-12,Pac-12
15,"Saturday, December 07, 2019",Appalachian St.,45,21.0,home,#010101,#000,Louisiana,38,,away,#C8102E,#a00c24,Appalachian State,Louisiana-Lafayette,Sun Belt,Sun Belt
15,"Saturday, December 07, 2019",Oklahoma,30,6.0,home,#9D2235,#7d1b2a,Baylor,23,7.0,away,#1D3C34,#173029,Oklahoma,Baylor,Big 12,Big 12
15,"Saturday, December 07, 2019",Miami (OH),26,,away,#C8102E,#a00c24,Central Mich.,21,,home,#6F263D,#581e30,Miami (OH),Central Michigan,Mid-American,Mid-American
15,"Saturday, December 07, 2019",Fla. Atlantic,49,,home,#002855,#002044,UAB,6,,away,#006341,#004f34,Florida Atlantic,UAB,Conference USA,Conference USA
15,"Saturday, December 07, 2019",Memphis,29,17.0,home,#012169,#001a54,Cincinnati,24,20.0,away,#C8102E,#a00c24,Memphis,Cincinnati,American Athletic Conference,American Athletic Conference
15,"Saturday, December 07, 2019",Boise St.,31,19.0,home,#0032A0,#002880,Hawaii,10,,away,#154734,#103829,Boise State,Hawaii,Mountain West,Mountain West
15,"Saturday, December 07, 2019",LSU,37,2.0,home,#582C83,#462368,Georgia,10,4.0,away,#DA291C,#ae2016,LSU,Georgia,Southeastern,Southeastern
15,"Saturday, December 07, 2019",Clemson,62,3.0,home,#FF6720,#cc5219,Virginia,17,23.0,away,#232D4B,#1c243c,Clemson,Virginia,Atlantic Coast,Atlantic Coast
15,"Saturday, December 07, 2019",Ohio St.,34,1.0,away,#BA0C2F,#940925,Wisconsin,21,8.0,home,#BA0C2F,#940925,Ohio State,Wisconsin,Big Ten,Big Ten
16,"Saturday, December 14, 2019",Navy,31,23.0,home,#00205B,#001948,Army West Point,7,,away,#010101,#000,Navy,Army,American Athletic Conference,Independents(FBS)
17,"Friday, December 18, 2020",UAB,22,,away,#006341,#004f34,Marshall,13,,home,#00B140,#008d33,UAB,Marshall,Conference USA,Conference USA
17,"Friday, December 18, 2020",Ball St.,38,,away,#BA0C2F,#940925,Buffalo,28,,home,#0057B8,#004593,Ball State,Buffalo,Mid-American,Mid-American
17,"Friday, December 18, 2020",Nebraska,28,,away,#C8102E,#a00c24,Rutgers,21,,home,#C8102E,#a00c24,Nebraska,Rutgers,Big Ten,Big Ten
17,"Friday, December 18, 2020",Oregon,31,,away,#173F35,#12322a,Southern California,24,13.0,home,#9D2235,#7d1b2a,Oregon,USC,Pac-12,Pac-12
17,"Saturday, December 19, 2020",Texas A&M,34,5.0,away,#500000,#400000,Tennessee,13,,home,#FF8200,#cc6800,Texas A&M,Tennessee,Southeastern,Southeastern
17,"Saturday, December 19, 2020",Oklahoma,27,10.0,away,#9D2235,#7d1b2a,Iowa St.,21,6.0,home,#A6192E,#841424,Oklahoma,Iowa State,Big 12,Big 12
17,"Saturday, December 19, 2020",Ohio St.,22,4.0,home,#CE0F3E,#a40c31,Northwestern,10,14.0,away,#4E2A84,#3e2169,Ohio State,Northwestern,Big Ten,Big Ten
17,"Saturday, December 19, 2020",Utah,45,,home,#BA0C2F,#940925,Washington St.,28,,away,#9D2235,#7d1b2a,Utah,Washington State,Pac-12,Pac-12
17,"Saturday, December 19, 2020",Army West Point,10,,home,#010101,#000,Air Force,7,,away,#0032A0,#002880,Army,Air Force,Independents(FBS),Mountain West
17,"Saturday, December 19, 2020",Mississippi St.,51,,home,#6F2C3F,#582332,Missouri,32,,away,#010101,#000,Mississippi State,Missouri,Southeastern,Southeastern
17,"Saturday, December 19, 2020",LSU,53,,home,#582C83,#462368,Ole Miss,48,,away,#C8102E,#a00c24,LSU,Ole Miss,Southeastern,Southeastern
17,"Saturday, December 19, 2020",Clemson,34,3.0,away,#FF6720,#cc5219,Notre Dame,10,2.0,home,#0C2340,#091c33,Clemson,Notre Dame,Atlantic Coast,Atlantic Coast
17,"Saturday, December 19, 2020",Wisconsin,20,,home,#BA0C2F,#940925,Minnesota,17,,away,#861F41,#6b1834,Wisconsin,Minnesota,Big Ten,Big Ten
17,"Saturday, December 19, 2020",San Jose St.,34,24.0,home,#0032A0,#002880,Boise St.,20,,away,#0032A0,#002880,San Jose State,Boise State,Mountain West,Mountain West
17,"Saturday, December 19, 2020",Penn St.,56,,home,#041E42,#031834,Illinois,21,,away,#E04E39,#b33e2d,Penn State,Illinois,Big Ten,Big Ten
17,"Saturday, December 19, 2020",Stanford,48,,away,#9D2235,#7d1b2a,UCLA,47,,home,#0072CE,#005ba4,Stanford,UCLA,Pac-12,Pac-12
17,"Saturday, December 19, 2020",Alabama,52,1.0,away,#9D2235,#7d1b2a,Florida,46,7.0,home,#003087,#00266c,Alabama,Florida,Southeastern,Southeastern
17,"Saturday, December 19, 2020",Cincinnati,27,9.0,home,#C8102E,#a00c24,Tulsa,24,23.0,away,#002D72,#00245b,Cincinnati,Tulsa,American Athletic Conference,American Athletic Conference
17,"Saturday, December 19, 2020",Arizona St.,46,,away,#8A0C3C,#6e0930,Oregon St.,33,,home,#DC4405,#b03604,Arizona State,Oregon State,Pac-12,Pac-12
17,"Monday, December 21, 2020",App State,56,,away,#010101,#000,North Texas,28,,home,#007A33,#006128,App State,North Texas,,Conference USA
17,"Tuesday, December 22, 2020",Nevada,38,,home,#041E42,#031834,Tulane,27,,away,#006747,#005238,Nevada,Tulane,Mountain West,American Athletic Conference
17,"Tuesday, December 22, 2020",BYU,49,16.0,home,#002E5D,#00244a,UCF,23,,away,#010101,#000,Brigham Young,UCF,Independents(FBS),American Athletic Conference
17,"Wednesday, December 23, 2020",Ga. Southern,38,,home,#041E42,#031834,Louisiana Tech,3,,away,#003087,#00266c,Georgia Southern,Louisiana Tech,Sun Belt,Conference USA
17,"Wednesday, December 23, 2020",Memphis,25,,away,#012169,#001a54,Fla. Atlantic,10,,home,#002855,#002044,Memphis,Florida Atlantic,American Athletic Conference,Conference USA
17,"Thursday, December 24, 2020",Hawaii,28,,away,#154734,#103829,Houston,14,,home,#E51636,#b7112b,Hawaii,Houston,Mountain West,American Athletic Conference
17,"Friday, December 25, 2020",Buffalo,17,,home,#0057B8,#004593,Marshall,10,,away,#00B140,#008d33,Buffalo,Marshall,Mid-American,Conference USA
17,"Saturday, December 26, 2020",Georgia St.,39,,home,#264391,#1e3574,Western Ky.,21,,away,#C8102E,#a00c24,Georgia State,Western Kentucky,Sun Belt,Conference USA
17,"Saturday, December 26, 2020",Louisiana,31,19.0,away,#C8102E,#a00c24,UTSA,24,,home,#0C2340,#091c33,Louisiana-Lafayette,UTSA,Sun Belt,Conference USA
17,"Saturday, December 26, 2020",Liberty,37,,away,#971A1F,#781418,Coastal Carolina,34,12.0,home,#007377,#005c5f,Liberty,Coastal Carolina,Independents(FBS),Sun Belt
